0.43983,-26.132,-95.721,7.5187,0.96299,1.9348,15.683,2.3116,-9.808,99.697,2.9219,-5.4182,6.703
0.4467,-25.059,-97.583,10.312,0.86172,1.5789,12.203,2.0245,-6.9742,81.434,2.7485,-4.7134,7.0865
0.45357,-24.074,-99.085,13.173,0.78525,1.2931,9.2296,1.7669,-4.8456,63.105,2.5228,-3.8009,7.2597
0.46045,-23.186,-100.16,16.013,0.73562,1.0019,6.4975,1.5523,-3.2683,44.478,2.2734,-2.7157,7.2115
0.46732,-22.394,-100.76,18.752,0.7116,0.65481,3.8209,1.3861,-2.1762,25.694,2.032,-1.5156,6.9616
0.47419,-21.684,-100.87,21.327,0.70962,0.25706,1.1855,1.265,-1.6406,7.9225,1.8216,-0.26364,6.5526
0.48106,-21.042,-100.49,23.697,0.72445,-0.14555,-1.2636,1.1794,-1.7546,-6.9967,1.649,0.98681,6.0372
0.48793,-20.455,-99.623,25.841,0.75031,-0.50751,-3.3294,1.1171,-2.5227,-17.555,1.5062,2.1977,5.4668
0.49481,-19.917,-98.309,27.756,0.78286,-0.80753,-4.874,1.0674,-3.836,-23.354,1.3802,3.3423,4.8857
0.50168,-19.425,-96.579,29.45,0.82017,-1.05,-5.8772,1.0233,-5.5056,-25.128,1.2597,4.4018,4.3268
0.50855,-18.98,-94.468,30.94,0.86167,-1.2631,-6.4329,0.97899,-7.4263,-24.199,1.138,5.3684,3.8097
0.51542,-18.584,-92.012,32.247,0.90658,-1.4958,-6.7033,0.9295,-9.8312,-21.884,1.0129,6.2493,3.3389
0.5223,-18.237,-89.236,33.383,0.95357,-1.7989,-6.8497,0.87437,-13.253,-19.07,0.88816,7.0636,2.9058
0.52917,-17.936,-86.158,34.359,1.0007,-2.2038,-6.9835,0.81616,-18.178,-16.076,0.77213,7.8366,2.494
0.53604,-17.674,-82.783,35.174,1.045,-2.7406,-7.2148,0.75571,-25.104,-12.956,0.67233,8.594,2.0851
0.54291,-17.445,-79.111,35.825,1.0813,-3.4767,-7.765,0.69341,-34.985,-9.8148,0.59118,9.3553,1.6647
0.54979,-17.24,-75.138,36.304,1.1038,-4.5011,-8.9952,0.63486,-49.135,-6.5864,0.52853,10.122,1.2262
0.55666,-17.052,-70.871,36.604,1.1065,-5.8745,-11.312,0.59147,-68.562,-2.5762,0.48609,10.872,0.77182
0.56353,-16.871,-66.334,36.723,1.0847,-7.6115,-15.015,0.57336,-93.579,3.5608,0.46778,11.562,0.31129
0.5704,-16.687,-61.571,36.665,1.035,-9.6981,-20.159,0.58105,-123.83,13.285,0.47652,12.136,-0.14198
0.57727,-16.488,-56.646,36.437,0.95534,-12.106,-26.52,0.60162,-158.21,27.452,0.51141,12.545,-0.57318
0.58415,-16.267,-51.642,36.054,0.84517,-14.777,-33.649,0.61084,-194.5,45.818,0.56748,12.749,-0.96755
0.59102,-16.018,-46.649,35.537,0.70502,-17.59,-40.928,0.57981,-228.94,66.866,0.63686,12.722,-1.3121
0.59789,-15.739,-41.762,34.908,0.53546,-20.348,-47.601,0.48426,-256.57,87.827,0.71021,12.455,-1.597
0.60476,-15.431,-37.078,34.192,0.33653,-22.837,-52.883,0.31315,-272.66,105.13,0.77881,11.946,-1.8158
0.61164,-15.098,-32.689,33.419,0.10871,-24.921,-56.264,0.074302,-274.53,115.66,0.83642,11.199,-1.9644
0.61851,-14.746,-28.687,32.617,-0.14445,-26.603,-57.805,-0.20321,-262.39,118.29,0.87836,10.223,-2.0399
0.62538,-14.386,-25.153,31.816,-0.41351,-27.987,-58.087,-0.47082,-238.49,114.37,0.89834,9.0366,-2.0403
0.63225,-14.029,-22.154,31.045,-0.68216,-29.161,-57.832,-0.67108,-205.57,106.75,0.88707,7.6801,-1.9664
0.63913,-13.695,-19.735,30.33,-0.9289,-30.116,-57.539,-0.75623,-166.07,98.347,0.83462,6.2071,-1.8256
0.646,-13.401,-17.917,29.691,-1.1313,-30.727,-57.376,-0.70055,-122.41,90.897,0.73326,4.6776,-1.6344
0.65287,-13.171,-16.699,29.137,-1.2704,-30.81,-57.266,-0.49348,-77.519,84.606,0.57321,3.149,-1.4197
0.65974,-13.033,-16.054,28.662,-1.3345,-30.203,-57.019,-0.12275,-34.916,78.715,0.33952,1.682,-1.217
0.66661,-13.035,-15.943,28.244,-1.3159,-28.829,-56.324,0.41359,1.548,72.614,-0.011571,0.31746,-1.0666
0.67349,-13.214,-16.278,27.852,-1.2154,-26.765,-54.863,1.0648,29.611,66.361,-0.46498,-0.82755,-0.99682
0.68036,-13.589,-16.951,27.457,-1.0404,-24.173,-52.426,1.7326,49.213,60.261,-0.96188,-1.6998,-1.0001
